hippo_id,smiles,inchikey,required_amount_mg,quoted_amount,quote_currency,quote_price,quote_lead_time_days,quote_supplier,quote_catalogue,quote_entry,quoted_smiles,quoted_purity,num_reaction_dependencies,num_product_dependencies,reaction_dependencies,product_dependencies,chemistry_types,scaffold_series
126067,ClCc1ncc(Cl)cn1,QWCRLUJTUHEVAU-UHFFFAOYSA-N,18.0,50.0,EUR,77.0,2,Enamine,EU stock,EN300-1605110,Cl.ClCc1ncc(Cl)cn1,,18,18,"[124173, 124205, 124682, 124683, 124686, 124687, 124692, 124693, 124698, 124699, 124754, 124755, 124780, 124803, 124804, 124807, 124813, 124814]","[126368, 126556, 127077, 127078, 127081, 127082, 127087, 127088, 127093, 127094, 127151, 127152, 127177, 127201, 127202, 127205, 127211, 127212]",Williamson_ether_synthesis,[124233]
62654,O=C1NCCC12CCCNC2,KIMWNWBXVWTJDT-UHFFFAOYSA-N,2.0,50.0,EUR,29.0,2,Enamine,EU stock,EN300-154314,Cl.O=C1NCCC12CCCNC2,,2,2,"[133517, 149097]","[134969, 150057]",Amidation,"[122489, 124232]"
135938,Fc1cc(F)c2c(c1)NCC2,SPLRNYJYNJAJHJ-UHFFFAOYSA-N,4.0,50.0,EUR,55.0,2,Enamine,EU stock,EN300-37461,Fc1cc(F)c2c(c1)NCC2,,4,4,"[134393, 136986, 136988, 137027]","[135939, 138633, 138635, 138674]",Formation_of_urea_from_two_amines,[122393]
62355,CN1C(=O)C2CNCC1C2,LPJWDDRGQHQICW-UHFFFAOYSA-N,29.0,50.0,EUR,727.0,2,Enamine,EU stock,EN300-345915,CN1C(=O)C2CNCC1C2.Cl,,29,29,"[120929, 122307, 122342, 122560, 122778, 122991, 123041, 123050, 123445, 123468, 123581, 123728, 123744, 132261, 133030, 133220, 133506, 145590, 146143, 148937, 151348, 151550, 151582, 151767, 151877, 151904, 152025, 152081, 153843]","[123099, 124547, 124585, 124815, 125035, 125254, 125304, 125313, 125720, 125743, 125857, 126008, 126024, 133624, 134470, 134666, 134957, 146382, 146949, 149895, 152396, 152598, 152630, 152815, 152925, 152952, 153073, 153129, 154895]",Amidation,"[122489, 122496, 124229, 124231, 124232, 124236]"
146268,O=C(O)C1CCOc2ccc(F)cc21,SAXNXTGVOFQJRX-UHFFFAOYSA-N,9.0,50.0,EUR,278.0,2,Enamine,EU stock,EN300-717436,O=C(O)C1CCOc2ccc(F)cc21,,9,9,"[145490, 145515, 146134, 146138, 146143, 146152, 146153, 146167, 146169]","[146269, 146299, 146940, 146944, 146949, 146958, 146959, 146974, 146976]",Amidation,[124231]
19616,NC(C(=O)O)c1cccc(F)c1,LVYBCZIDQKJNFP-UHFFFAOYSA-N,4.0,50.0,EUR,29.0,2,Enamine,EU stock,EN300-70164,NC(C(=O)O)c1cccc(F)c1,,4,4,"[122755, 123731, 155653, 158284]","[125010, 126011, 156812, 159486]",Amidation,"[124229, 124235, 124237]"
122505,NC(=O)C1CCNC1,IQHXABCGSFAKPN-UHFFFAOYSA-N,45.0,50.0,EUR,33.0,2,Enamine,EU stock,EN300-70092,Cl.NC(=O)C1CCNC1,,45,45,"[120426, 154282, 154299, 154307, 154309, 154310, 154313, 154321, 154327, 154328, 154331, 154336, 154337, 154339, 154343, 154348, 154350, 154354, 154355, 154360, 154363, 154364, 154382, 154404, 154405, 154409, 154410, 154413, 154456, 154646, 154674, 154690, 154695, 154838, 154948, 154949, 154955, 155046, 155052, 155295, 155296, 155508, 155624, 155630, 155653]","[122455, 155345, 155364, 155376, 155378, 155379, 155382, 155390, 155397, 155398, 155401, 155406, 155407, 155409, 155416, 155421, 155423, 155427, 155428, 155433, 155436, 155437, 155457, 155490, 155491, 155496, 155497, 155500, 155576, 155799, 155827, 155843, 155848, 155991, 156101, 156102, 156108, 156199, 156205, 156448, 156449, 156665, 156782, 156789, 156812]",Amidation,[124237]
62359,O=C1NCC2CCNCC12,SXNMNJGBKPGDPH-UHFFFAOYSA-N,43.0,50.0,EUR,218.0,2,Enamine,EU stock,EN300-7218055,O=C1NC[C@@H]2CCNC[C@H]12,,43,43,"[120752, 120977, 122228, 122288, 122303, 122336, 122468, 122542, 122584, 122680, 122725, 122773, 122896, 122917, 123036, 123075, 123096, 123203, 123341, 123365, 123451, 123518, 123729, 123752, 123767, 132256, 133035, 133109, 145600, 146138, 147749, 149933, 150271, 150331, 150429, 151392, 151542, 151613, 151781, 151893, 151922, 152020, 152053]","[122911, 123147, 124466, 124528, 124543, 124579, 124722, 124797, 124839, 124935, 124980, 125030, 125158, 125179, 125299, 125341, 125363, 125473, 125616, 125640, 125726, 125793, 126009, 126032, 126047, 133619, 134475, 134553, 146392, 146944, 148666, 150947, 151292, 151353, 151453, 152440, 152590, 152661, 152829, 152941, 152970, 153068, 153101]",Amidation,"[122489, 122496, 124229, 124230, 124231, 124232, 124236]"
124264,O=C(O)Cc1ccc(Br)cc1,QOWSWEBLNVACCL-UHFFFAOYSA-N,18.0,50.0,EUR,18.0,2,Enamine,EU stock,EN300-18733,O=C(O)Cc1ccc(Br)cc1,,18,18,"[122057, 123311, 123320, 123332, 123333, 123334, 123337, 123341, 154364, 154529, 154531, 154647, 154666, 154680, 154684, 154689, 154734, 157599]","[124265, 125586, 125595, 125607, 125608, 125609, 125612, 125616, 155437, 155665, 155667, 155800, 155819, 155833, 155837, 155842, 155887, 158801]",Amidation,"[124229, 124235, 124237]"
124345,O=C(O)Cc1cccc(O)c1,FVMDYYGIDFPZAX-UHFFFAOYSA-N,19.0,50.0,EUR,18.0,2,Enamine,EU stock,EN300-54805,O=C(O)Cc1cccc(O)c1,,19,19,"[122125, 122631, 122633, 122634, 122635, 122657, 122660, 122661, 122680, 123728, 154309, 154813, 154911, 154913, 154917, 154919, 154931, 155037, 157589]","[124346, 124886, 124888, 124889, 124890, 124912, 124915, 124916, 124935, 126008, 155378, 155966, 156064, 156066, 156070, 156072, 156084, 156190, 158791]",Amidation,"[124229, 124235, 124237]"
